DATE,WM1NS
1992-06-08,962.6
1992-06-15,960.1
1992-06-22,942.6
1992-06-29,936.3
1992-07-06,976.6
1992-07-13,967.5
1992-07-20,960.7
1992-07-27,946.5
1992-08-03,964.6
1992-08-10,979.4
1992-08-17,974.8
1992-08-24,959.4
1992-08-31,963.8
1992-09-07,990.9
1992-09-14,993.0
1992-09-21,979.7
1992-09-28,967.0
1992-10-05,1001.7
1992-10-12,1003.1
1992-10-19,1002.2
1992-10-26,989.8
1992-11-02,1007.6
1992-11-09,1025.3
1992-11-16,1027.9
1992-11-23,1010.2
1992-11-30,1022.6
1992-12-07,1042.6
1992-12-14,1041.9
1992-12-21,1042.4
1992-12-28,1048.6
1993-01-04,1071.1
1993-01-11,1062.0
1993-01-18,1042.9
1993-01-25,1016.5
1993-02-01,1014.2
1993-02-08,1027.8
1993-02-15,1024.8
1993-02-22,1016.7
1993-03-01,1019.8
1993-03-08,1039.0
1993-03-15,1033.5
1993-03-22,1025.2
1993-03-29,1020.5
1993-04-05,1059.9
1993-04-12,1068.5
1993-04-19,1066.9
1993-04-26,1037.9
1993-05-03,1050.5
1993-05-10,1063.8
1993-05-17,1061.4
1993-05-24,1041.4
1993-05-31,1058.6
1993-06-07,1084.7
1993-06-14,1079.9
1993-06-21,1067.5
1993-06-28,1054.2
1993-07-05,1094.5
1993-07-12,1093.6
1993-07-19,1082.5
1993-07-26,1064.9
1993-08-02,1081.5
1993-08-09,1099.2
1993-08-16,1095.9
1993-08-23,1078.0
1993-08-30,1075.8
1993-09-06,1110.3
1993-09-13,1112.0
1993-09-20,1100.3
1993-09-27,1075.5
1993-10-04,1109.9
1993-10-11,1116.7
1993-10-18,1118.0
1993-10-25,1096.0
1993-11-01,1112.0
1993-11-08,1132.5
1993-11-15,1136.4
1993-11-22,1120.3
1993-11-29,1124.7
1993-12-06,1149.7
1993-12-13,1147.4
1993-12-20,1151.7
1993-12-27,1154.6
1994-01-03,1172.6
1994-01-10,1169.0
1994-01-17,1149.5
1994-01-24,1122.3
1994-01-31,1109.6
1994-02-07,1132.7
1994-02-14,1126.7
1994-02-21,1119.9
1994-02-28,1115.8
1994-03-07,1141.3
1994-03-14,1135.7
1994-03-21,1127.2
1994-03-28,1118.2
1994-04-04,1157.7
1994-04-11,1165.4
1994-04-18,1163.1
1994-04-25,1132.3
1994-05-02,1131.7
1994-05-09,1144.5
1994-05-16,1138.9
1994-05-23,1118.7
1994-05-30,1121.2
1994-06-06,1156.2
1994-06-13,1151.1
1994-06-20,1141.8
1994-06-27,1120.9
1994-07-04,1155.3
1994-07-11,1166.7
1994-07-18,1152.0
1994-07-25,1133.1
1994-08-01,1143.4
1994-08-08,1156.8
1994-08-15,1151.8
1994-08-22,1138.2
1994-08-29,1127.8
1994-09-05,1158.7
1994-09-12,1161.4
1994-09-19,1148.0
1994-09-26,1124.2
1994-10-03,1142.9
1994-10-10,1159.4
1994-10-17,1158.4
1994-10-24,1135.0
1994-10-31,1135.1
1994-11-07,1160.3
1994-11-14,1160.8
1994-11-21,1154.7
1994-11-28,1149.9
1994-12-05,1172.4
1994-12-12,1172.0
1994-12-19,1171.4
1994-12-26,1171.3
1995-01-02,1183.5
1995-01-09,1193.5
1995-01-16,1172.1
1995-01-23,1143.9
1995-01-30,1123.2
1995-02-06,1148.5
1995-02-13,1138.4
1995-02-20,1130.9
1995-02-27,1123.1
1995-03-06,1149.5
1995-03-13,1145.0
1995-03-20,1139.1
1995-03-27,1125.3
1995-04-03,1147.1
1995-04-10,1172.7
1995-04-17,1176.0
1995-04-24,1151.4
1995-05-01,1139.0
1995-05-08,1145.9
1995-05-15,1140.4
1995-05-22,1127.6
1995-05-29,1119.3
1995-06-05,1153.7
1995-06-12,1150.5
1995-06-19,1141.6
1995-06-26,1120.2
1995-07-03,1146.7
1995-07-10,1165.8
1995-07-17,1147.4
1995-07-24,1128.4
1995-07-31,1133.9
1995-08-07,1154.7
1995-08-14,1146.1
1995-08-21,1138.2
1995-08-28,1121.3
1995-09-04,1145.8
1995-09-11,1158.9
1995-09-18,1142.7
1995-09-25,1117.1
1995-10-02,1124.4
1995-10-09,1143.1
1995-10-16,1143.8
1995-10-23,1124.8
1995-10-30,1118.1
1995-11-06,1146.7
1995-11-13,1138.6
1995-11-20,1138.8
1995-11-27,1131.7
1995-12-04,1144.9
1995-12-11,1149.6
1995-12-18,1145.5
1995-12-25,1152.2
1996-01-01,1165.8
1996-01-08,1165.7
1996-01-15,1145.0
1996-01-22,1117.1
1996-01-29,1092.6
1996-02-05,1116.3
1996-02-12,1107.1
1996-02-19,1102.8
1996-02-26,1095.4
1996-03-04,1123.6
1996-03-11,1119.9
1996-03-18,1120.8
1996-03-25,1106.0
1996-04-01,1124.4
1996-04-08,1143.7
1996-04-15,1147.8
1996-04-22,1132.8
1996-04-29,1100.9
1996-05-06,1121.5
1996-05-13,1108.9
1996-05-20,1105.4
1996-05-27,1087.3
1996-06-03,1119.3
1996-06-10,1123.6
1996-06-17,1121.7
1996-06-24,1097.0
1996-07-01,1115.5
1996-07-08,1127.9
1996-07-15,1114.7
1996-07-22,1101.0
1996-07-29,1093.7
1996-08-05,1115.8
1996-08-12,1104.9
1996-08-19,1097.2
1996-08-26,1081.2
1996-09-02,1093.4
1996-09-09,1113.4
1996-09-16,1099.3
1996-09-23,1074.5
1996-09-30,1077.7
1996-10-07,1086.8
1996-10-14,1079.6
1996-10-21,1078.7
1996-10-28,1065.4
1996-11-04,1089.2
1996-11-11,1082.0
1996-11-18,1090.5
1996-11-25,1076.7
1996-12-02,1104.1
1996-12-09,1096.5
1996-12-16,1097.8
1996-12-23,1108.5
1996-12-30,1113.9
1997-01-06,1126.8
1997-01-13,1096.0
1997-01-20,1081.9
1997-01-27,1064.1
1997-02-03,1076.0
1997-02-10,1069.9
1997-02-17,1065.8
1997-02-24,1060.1
1997-03-03,1071.1
1997-03-10,1068.4
1997-03-17,1068.5
1997-03-24,1056.0
1997-03-31,1078.5
1997-04-07,1083.0
1997-04-14,1076.3
1997-04-21,1083.4
1997-04-28,1057.2
1997-05-05,1064.8
1997-05-12,1052.2
1997-05-19,1051.9
1997-05-26,1044.8
1997-06-02,1070.8
1997-06-09,1065.7
1997-06-16,1067.1
1997-06-23,1051.9
1997-06-30,1070.3
1997-07-07,1083.6
1997-07-14,1064.6
1997-07-21,1058.3
1997-07-28,1053.4
1997-08-04,1078.8
1997-08-11,1066.1
1997-08-18,1068.4
1997-08-25,1060.0
1997-09-01,1076.8
1997-09-08,1071.0
1997-09-15,1059.0
1997-09-22,1047.3
1997-09-29,1052.3
1997-10-06,1071.3
1997-10-13,1052.9
1997-10-20,1057.9
1997-10-27,1045.3
1997-11-03,1079.6
1997-11-10,1066.6
1997-11-17,1069.9
1997-11-24,1064.0
1997-12-01,1092.4
1997-12-08,1078.5
1997-12-15,1083.9
1997-12-22,1099.8
1997-12-29,1114.9
1998-01-05,1134.2
1998-01-12,1082.4
1998-01-19,1071.4
1998-01-26,1059.3
1998-02-02,1071.0
1998-02-09,1062.3
1998-02-16,1063.3
1998-02-23,1062.9
1998-03-02,1079.0
1998-03-09,1075.7
1998-03-16,1076.9
1998-03-23,1066.9
1998-03-30,1074.3
1998-04-06,1095.6
1998-04-13,1089.4
1998-04-20,1099.8
1998-04-27,1072.1
1998-05-04,1083.4
1998-05-11,1067.6
1998-05-18,1071.2
1998-05-25,1058.3
1998-06-01,1083.2
1998-06-08,1074.9
1998-06-15,1079.1
1998-06-22,1064.4
1998-06-29,1071.2
1998-07-06,1102.6
1998-07-13,1068.1
1998-07-20,1067.5
1998-07-27,1060.4
1998-08-03,1088.4
1998-08-10,1068.8
1998-08-17,1066.2
1998-08-24,1059.5
1998-08-31,1072.2
1998-09-07,1070.4
1998-09-14,1071.7
1998-09-21,1069.1
1998-09-28,1063.1
1998-10-05,1086.3
1998-10-12,1066.0
1998-10-19,1078.2
1998-10-26,1074.0
1998-11-02,1096.0
1998-11-09,1086.5
1998-11-16,1094.0
1998-11-23,1091.4
1998-11-30,1118.8
1998-12-07,1102.8
1998-12-14,1102.4
1998-12-21,1123.8
1998-12-28,1136.5
1999-01-04,1166.1
1999-01-11,1104.9
1999-01-18,1095.4
1999-01-25,1082.5
1999-02-01,1096.4
1999-02-08,1077.9
1999-02-15,1080.8
1999-02-22,1087.3
1999-03-01,1095.7
1999-03-08,1089.2
1999-03-15,1090.4
1999-03-22,1093.5
1999-03-29,1104.3
1999-04-05,1129.1
1999-04-12,1107.2
1999-04-19,1121.9
1999-04-26,1104.6
1999-05-03,1118.1
1999-05-10,1091.1
1999-05-17,1091.0
1999-05-24,1084.9
1999-05-31,1105.1
1999-06-07,1095.2
1999-06-14,1093.7
1999-06-21,1096.6
1999-06-28,1097.5
1999-07-05,1111.1
1999-07-12,1098.1
1999-07-19,1091.2
1999-07-26,1089.9
1999-08-02,1109.7
1999-08-09,1094.5
1999-08-16,1095.0
1999-08-23,1086.8
1999-08-30,1086.7
1999-09-06,1089.7
1999-09-13,1083.8
1999-09-20,1087.9
1999-09-27,1077.8
1999-10-04,1104.2
1999-10-11,1085.8
1999-10-18,1093.5
1999-10-25,1091.0
1999-11-01,1111.1
1999-11-08,1100.4
1999-11-15,1108.2
1999-11-22,1111.9
1999-11-29,1126.3
1999-12-06,1119.9
1999-12-13,1122.5
1999-12-20,1146.3
1999-12-27,1171.9
2000-01-03,1199.4
2000-01-10,1134.2
2000-01-17,1122.9
2000-01-24,1111.7
2000-01-31,1108.7
2000-02-07,1098.0
2000-02-14,1091.8
2000-02-21,1095.4
2000-02-28,1101.4
2000-03-06,1105.1
2000-03-13,1096.1
2000-03-20,1107.8
2000-03-27,1111.2
2000-04-03,1142.6
2000-04-10,1116.2
2000-04-17,1128.7
2000-04-24,1129.2
2000-05-01,1115.0
2000-05-08,1092.3
2000-05-15,1098.0
2000-05-22,1098.3
2000-05-29,1104.1
2000-06-05,1108.4
2000-06-12,1092.4
2000-06-19,1100.9
2000-06-26,1098.7
2000-07-03,1132.5
2000-07-10,1107.2
2000-07-17,1091.4
2000-07-24,1092.6
2000-07-31,1105.1
2000-08-07,1087.2
2000-08-14,1083.8
2000-08-21,1095.4
2000-08-28,1103.3
2000-09-04,1104.6
2000-09-11,1084.7
2000-09-18,1084.7
2000-09-25,1081.5
2000-10-02,1103.2
2000-10-09,1079.8
2000-10-16,1085.5
2000-10-23,1091.0
2000-10-30,1104.7
2000-11-06,1088.3
2000-11-13,1073.7
2000-11-20,1090.8
2000-11-27,1111.0
2000-12-04,1103.0
2000-12-11,1083.6
2000-12-18,1099.0
2000-12-25,1127.5
2001-01-01,1152.3
2001-01-08,1104.3
2001-01-15,1091.4
2001-01-22,1096.7
2001-01-29,1097.3
2001-02-05,1093.9
2001-02-12,1074.6
2001-02-19,1089.0
2001-02-26,1101.0
2001-03-05,1108.8
2001-03-12,1093.6
2001-03-19,1108.0
2001-03-26,1113.7
2001-04-02,1142.2
2001-04-09,1108.3
2001-04-16,1129.6
2001-04-23,1131.5
2001-04-30,1133.3
2001-05-07,1102.8
2001-05-14,1099.6
2001-05-21,1117.0
2001-05-28,1123.6
2001-06-04,1134.9
2001-06-11,1109.3
2001-06-18,1125.0
2001-06-25,1125.7
2001-07-02,1156.1
2001-07-09,1127.1
2001-07-16,1130.5
2001-07-23,1138.8
2001-07-30,1153.3
2001-08-06,1137.1
2001-08-13,1128.0
2001-08-20,1145.4
2001-08-27,1153.4
2001-09-03,1179.5
2001-09-10,1139.0
2001-09-17,1269.0
2001-09-24,1188.4
2001-10-01,1178.7
2001-10-08,1144.7
2001-10-15,1146.0
2001-10-22,1160.7
2001-10-29,1173.1
2001-11-05,1166.3
2001-11-12,1146.7
2001-11-19,1166.1
2001-11-26,1186.4
2001-12-03,1201.7
2001-12-10,1170.6
2001-12-17,1192.8
2001-12-24,1219.2
2001-12-31,1253.1
2002-01-07,1206.4
2002-01-14,1181.7
2002-01-21,1186.5
2002-01-28,1186.7
2002-02-04,1187.8
2002-02-11,1159.2
2002-02-18,1181.1
2002-02-25,1185.9
2002-03-04,1193.1
2002-03-11,1176.1
2002-03-18,1193.0
2002-03-25,1200.7
2002-04-01,1225.1
2002-04-08,1178.2
2002-04-15,1187.3
2002-04-22,1206.1
2002-04-29,1212.1
2002-05-06,1177.1
2002-05-13,1163.5
2002-05-20,1184.9
2002-05-27,1200.7
2002-06-03,1219.1
2002-06-10,1170.4
2002-06-17,1183.7
2002-06-24,1195.5
2002-07-01,1223.5
2002-07-08,1187.1
2002-07-15,1184.7
2002-07-22,1201.0
2002-07-29,1221.0
2002-08-05,1180.6
2002-08-12,1156.0
2002-08-19,1177.8
2002-08-26,1195.3
2002-09-02,1227.1
2002-09-09,1165.0
2002-09-16,1169.8
2002-09-23,1179.0
2002-09-30,1217.2
2002-10-07,1167.5
2002-10-14,1176.6
2002-10-21,1197.0
2002-10-28,1222.6
2002-11-04,1213.2
2002-11-11,1177.1
2002-11-18,1193.5
2002-11-25,1213.5
2002-12-02,1259.9
2002-12-09,1200.8
2002-12-16,1219.4
2002-12-23,1261.0
2002-12-30,1293.8
2003-01-06,1240.2
2003-01-13,1202.0
2003-01-20,1221.2
2003-01-27,1231.3
2003-02-03,1251.3
2003-02-10,1198.5
2003-02-17,1225.9
2003-02-24,1227.9
2003-03-03,1253.5
2003-03-10,1217.8
2003-03-17,1230.9
2003-03-24,1246.8
2003-03-31,1280.7
2003-04-07,1230.4
2003-04-14,1237.5
2003-04-21,1276.7
2003-04-28,1281.4
2003-05-05,1264.1
2003-05-12,1238.4
2003-05-19,1264.8
2003-05-26,1281.9
2003-06-02,1300.2
2003-06-09,1254.8
2003-06-16,1279.5
2003-06-23,1282.7
2003-06-30,1320.9
2003-07-07,1273.6
2003-07-14,1262.0
2003-07-21,1287.8
2003-07-28,1305.6
2003-08-04,1307.7
2003-08-11,1258.7
2003-08-18,1301.4
2003-08-25,1296.2
2003-09-01,1321.8
2003-09-08,1265.2
2003-09-15,1268.2
2003-09-22,1285.3
2003-09-29,1315.1
2003-10-06,1272.6
2003-10-13,1259.9
2003-10-20,1286.7
2003-10-27,1312.4
2003-11-03,1331.1
2003-11-10,1264.5
2003-11-17,1274.5
2003-11-24,1296.6
2003-12-01,1328.6
2003-12-08,1283.5
2003-12-15,1304.4
2003-12-22,1345.7
2003-12-29,1386.0
2004-01-05,1341.0
2004-01-12,1271.6
2004-01-19,1293.7
2004-01-26,1306.5
2004-02-02,1321.8
2004-02-09,1277.3
2004-02-16,1302.5
2004-02-23,1314.0
2004-03-01,1332.5
2004-03-08,1293.0
2004-03-15,1313.5
2004-03-22,1348.4
2004-03-29,1383.4
2004-04-05,1340.2
2004-04-12,1313.6
2004-04-19,1340.5
2004-04-26,1365.0
2004-05-03,1383.4
2004-05-10,1294.1
2004-05-17,1324.1
2004-05-24,1345.0
2004-05-31,1356.5
2004-06-07,1308.1
2004-06-14,1322.3
2004-06-21,1350.0
2004-06-28,1391.3
2004-07-05,1347.5
2004-07-12,1306.3
2004-07-19,1327.3
2004-07-26,1363.8
2004-08-02,1373.0
2004-08-09,1314.6
2004-08-16,1337.6
2004-08-23,1367.4
2004-08-30,1388.7
2004-09-06,1326.7
2004-09-13,1312.1
2004-09-20,1350.5
2004-09-27,1384.6
2004-10-04,1367.8
2004-10-11,1316.6
2004-10-18,1335.6
2004-10-25,1375.9
2004-11-01,1384.1
2004-11-08,1329.5
2004-11-15,1339.6
2004-11-22,1379.3
2004-11-29,1437.2
2004-12-06,1351.0
2004-12-13,1341.5
2004-12-20,1401.6
2004-12-27,1467.7
2005-01-03,1453.3
2005-01-10,1325.4
2005-01-17,1335.9
2005-01-24,1363.5
2005-01-31,1395.4
2005-02-07,1322.8
2005-02-14,1329.5
2005-02-21,1370.6
2005-02-28,1397.1
2005-03-07,1336.3
2005-03-14,1342.0
2005-03-21,1385.5
2005-03-28,1434.9
2005-04-04,1394.4
2005-04-11,1330.2
2005-04-18,1363.8
2005-04-25,1394.7
2005-05-02,1396.1
2005-05-09,1332.4
2005-05-16,1341.7
2005-05-23,1378.8
2005-05-30,1420.9
2005-06-06,1348.7
2005-06-13,1340.1
2005-06-20,1388.4
2005-06-27,1433.0
2005-07-04,1404.7
2005-07-11,1325.1
2005-07-18,1345.6
2005-07-25,1391.6
2005-08-01,1394.4
2005-08-08,1329.6
2005-08-15,1348.1
2005-08-22,1391.2
2005-08-29,1427.6
2005-09-05,1362.8
2005-09-12,1315.2
2005-09-19,1356.5
2005-09-26,1401.5
2005-10-03,1413.1
2005-10-10,1323.2
2005-10-17,1331.6
2005-10-24,1383.3
2005-10-31,1412.9
2005-11-07,1330.8
2005-11-14,1330.0
2005-11-21,1382.4
2005-11-28,1434.3
2005-12-05,1374.9
2005-12-12,1333.9
2005-12-19,1385.9
2005-12-26,1457.2
2006-01-02,1455.6
2006-01-09,1346.5
2006-01-16,1349.4
2006-01-23,1372.0
2006-01-30,1414.4
2006-02-06,1343.3
2006-02-13,1322.6
2006-02-20,1371.3
2006-02-27,1410.8
2006-03-06,1352.4
2006-03-13,1342.0
2006-03-20,1397.6
2006-03-27,1443.3
2006-04-03,1450.9
2006-04-10,1349.6
2006-04-17,1381.4
2006-04-24,1414.4
2006-05-01,1408.9
2006-05-08,1348.3
2006-05-15,1365.7
2006-05-22,1404.2
2006-05-29,1443.5
2006-06-05,1371.7
2006-06-12,1336.1
2006-06-19,1369.2
2006-06-26,1417.7
2006-07-03,1433.3
2006-07-10,1335.4
2006-07-17,1332.1
2006-07-24,1380.8
2006-07-31,1405.8
2006-08-07,1327.1
2006-08-14,1328.3
2006-08-21,1379.3
2006-08-28,1418.9
2006-09-04,1385.2
2006-09-11,1310.0
2006-09-18,1326.5
2006-09-25,1370.2
2006-10-02,1386.3
2006-10-09,1323.6
2006-10-16,1321.3
2006-10-23,1376.1
2006-10-30,1415.7
2006-11-06,1334.7
2006-11-13,1316.9
2006-11-20,1368.9
2006-11-27,1429.0
2006-12-04,1390.3
2006-12-11,1323.2
2006-12-18,1361.1
2006-12-25,1443.2
2007-01-01,1446.7
2007-01-08,1341.5
2007-01-15,1352.3
2007-01-22,1359.7
2007-01-29,1400.1
2007-02-05,1358.0
2007-02-12,1314.7
2007-02-19,1348.2
2007-02-26,1376.2
2007-03-05,1356.2
2007-03-12,1331.9
2007-03-19,1364.6
2007-03-26,1414.7
2007-04-02,1437.9
2007-04-09,1368.5
2007-04-16,1367.4
2007-04-23,1401.8
2007-04-30,1426.9
2007-05-07,1352.2
2007-05-14,1352.1
2007-05-21,1386.3
2007-05-28,1427.4
2007-06-04,1397.8
2007-06-11,1335.8
2007-06-18,1347.8
2007-06-25,1387.3
2007-07-02,1424.2
2007-07-09,1339.6
2007-07-16,1340.9
2007-07-23,1371.6
2007-07-30,1407.9
2007-08-06,1347.1
2007-08-13,1327.3
2007-08-20,1368.3
2007-08-27,1414.9
2007-09-03,1437.4
2007-09-10,1322.5
2007-09-17,1328.3
2007-09-24,1356.2
2007-10-01,1384.3
2007-10-08,1334.1
2007-10-15,1335.4
2007-10-22,1371.5
2007-10-29,1418.8
2007-11-05,1374.7
2007-11-12,1328.4
2007-11-19,1355.7
2007-11-26,1411.9
2007-12-03,1415.6
2007-12-10,1338.8
2007-12-17,1355.6
2007-12-24,1424.3
2007-12-31,1457.6
2008-01-07,1368.3
2008-01-14,1337.2
2008-01-21,1376.2
2008-01-28,1400.3
2008-02-04,1388.5
2008-02-11,1326.7
2008-02-18,1357.0
2008-02-25,1385.1
2008-03-03,1415.1
2008-03-10,1356.0
2008-03-17,1372.1
2008-03-24,1418.7
2008-03-31,1455.6
2008-04-07,1375.4
2008-04-14,1368.5
2008-04-21,1421.5
2008-04-28,1443.6
2008-05-05,1404.5
2008-05-12,1357.9
2008-05-19,1381.8
2008-05-26,1424.0
2008-06-02,1440.2
2008-06-09,1378.3
2008-06-16,1382.9
2008-06-23,1408.4
2008-06-30,1456.6
2008-07-07,1399.7
2008-07-14,1377.5
2008-07-21,1413.5
2008-07-28,1452.6
2008-08-04,1437.1
2008-08-11,1368.0
2008-08-18,1378.7
2008-08-25,1416.1
2008-09-01,1446.9
2008-09-08,1374.3
2008-09-15,1375.8
2008-09-22,1466.2
2008-09-29,1536.2
2008-10-06,1439.2
2008-10-13,1409.9
2008-10-20,1437.4
2008-10-27,1514.2
2008-11-03,1557.0
2008-11-10,1460.2
2008-11-17,1473.9
2008-11-24,1533.6
2008-12-01,1580.4
2008-12-08,1550.4
2008-12-15,1587.1
2008-12-22,1649.6
2008-12-29,1719.4
2009-01-05,1683.4
2009-01-12,1564.8
2009-01-19,1541.1
2009-01-26,1565.7
2009-02-02,1593.8
2009-02-09,1522.6
2009-02-16,1532.4
2009-02-23,1558.4
2009-03-02,1597.3
2009-03-09,1551.5
2009-03-16,1564.8
2009-03-23,1606.3
2009-03-30,1652.5
2009-04-06,1673.0
2009-04-13,1576.7
2009-04-20,1602.3
2009-04-27,1641.1
2009-05-04,1634.3
2009-05-11,1569.9
2009-05-18,1600.7
2009-05-25,1648.9
2009-06-01,1663.6
2009-06-08,1615.5
2009-06-15,1625.9
2009-06-22,1678.0
2009-06-29,1725.4
2009-07-06,1655.9
2009-07-13,1609.8
2009-07-20,1641.8
2009-07-27,1689.3
2009-08-03,1713.3
2009-08-10,1611.2
2009-08-17,1636.1
2009-08-24,1649.8
2009-08-31,1690.7
2009-09-07,1616.7
2009-09-14,1599.9
2009-09-21,1632.8
2009-09-28,1694.8
2009-10-05,1654.1
2009-10-12,1604.6
2009-10-19,1646.9
2009-10-26,1703.9
2009-11-02,1735.4
2009-11-09,1641.4
2009-11-16,1639.2
2009-11-23,1691.0
2009-11-30,1755.8
2009-12-07,1659.6
2009-12-14,1660.6
2009-12-21,1728.9
2009-12-28,1806.8
2010-01-04,1789.5
2010-01-11,1620.6
2010-01-18,1641.3
2010-01-25,1673.4
2010-02-01,1707.3
2010-02-08,1641.6
2010-02-15,1675.2
2010-02-22,1698.2
2010-03-01,1728.3
2010-03-08,1671.8
2010-03-15,1696.1
2010-03-22,1745.0
2010-03-29,1789.8
2010-04-05,1731.6
2010-04-12,1665.2
2010-04-19,1708.5
2010-04-26,1740.8
2010-05-03,1772.7
2010-05-10,1661.8
2010-05-17,1673.8
2010-05-24,1718.8
2010-05-31,1762.5
2010-06-07,1686.4
2010-06-14,1674.2
2010-06-21,1735.5
2010-06-28,1804.9
2010-07-05,1738.2
2010-07-12,1666.7
2010-07-19,1692.9
2010-07-26,1753.1
2010-08-02,1781.1
2010-08-09,1690.7
2010-08-16,1701.4
2010-08-23,1749.3
2010-08-30,1807.3
2010-09-06,1720.9
2010-09-13,1685.2
2010-09-20,1728.4
2010-09-27,1795.9
2010-10-04,1788.2
2010-10-11,1716.0
2010-10-18,1737.1
2010-10-25,1798.3
2010-11-01,1829.4
2010-11-08,1839.2
2010-11-15,1753.0
2010-11-22,1814.7
2010-11-29,1909.8
2010-12-06,1799.1
2010-12-13,1785.5
2010-12-20,1860.2
2010-12-27,1969.3
2011-01-03,1965.0
2011-01-10,1793.8
2011-01-17,1825.6
2011-01-24,1852.5
2011-01-31,1922.0
2011-02-07,1814.2
2011-02-14,1807.9
2011-02-21,1877.4
2011-02-28,1935.2
2011-03-07,1846.5
2011-03-14,1846.9
2011-03-21,1913.8
2011-03-28,1977.3
2011-04-04,1953.9
2011-04-11,1856.3
2011-04-18,1894.3
2011-04-25,1959.4
2011-05-02,1984.0
2011-05-09,1875.9
2011-05-16,1887.4
2011-05-23,1943.9
2011-05-30,2017.2
2011-06-06,1915.0
2011-06-13,1887.6
2011-06-20,1946.0
2011-06-27,2011.8
2011-07-04,2027.5
2011-07-11,1917.0
2011-07-18,1936.3
2011-07-25,2012.5
2011-08-01,2140.5
2011-08-08,2032.4
2011-08-15,2041.8
2011-08-22,2113.0
2011-08-29,2185.0
2011-09-05,2104.7
2011-09-12,2016.2
2011-09-19,2067.5
2011-09-26,2158.5
2011-10-03,2227.5
2011-10-10,2062.8
2011-10-17,2073.2
2011-10-24,2124.5
2011-10-31,2220.1
2011-11-07,2122.8
2011-11-14,2095.6
2011-11-21,2154.4
2011-11-28,2253.1
2011-12-05,2170.3
2011-12-12,2107.7
2011-12-19,2169.4
2011-12-26,2286.5
2012-01-02,2376.5
2012-01-09,2161.5
2012-01-16,2148.4
2012-01-23,2194.2
2012-01-30,2271.7
2012-02-06,2170.4
2012-02-13,2136.6
2012-02-20,2199.2
2012-02-27,2253.2
2012-03-05,2213.4
2012-03-12,2162.5
2012-03-19,2225.1
2012-03-26,2301.9
2012-04-02,2362.6
2012-04-09,2217.5
2012-04-16,2218.0
2012-04-23,2283.2
2012-04-30,2343.4
2012-05-07,2200.4
2012-05-14,2189.8
2012-05-21,2242.0
2012-05-28,2314.6
2012-06-04,2278.8
2012-06-11,2205.4
2012-06-18,2242.8
2012-06-25,2309.7
2012-07-02,2373.9
2012-07-09,2270.9
2012-07-16,2252.9
