,ffr,change,decision,cars,cli,exports,fed_party,gdpg,house,loan,pce,potus_party,recess,rgdp,spx,ue,usd,veloc
171,0.12,0.0,0.0,12.410199999999998,99.72060899999997,11.399999999999997,1.0,2.2999999999999994,543.0666666666667,3.25,0.801666666666667,0.0,0.0,2.1000000000000005,1173.4333292684896,9.413333333333334,77.40533294660807,8.434
172,0.12,0.0,0.0,12.422000000000002,99.97263000000002,11.399999999999997,1.0,2.2999999999999994,542.6,3.25,0.8660000000000001,0.0,0.0,2.1000000000000005,1206.3946573236979,9.600000000000001,79.57233327219596,8.434
173,0.12,0.0,0.0,12.765799999999995,100.21936000000002,5.079999999999999,1.0,2.14,611.8,3.25,0.9780000000000001,0.0,0.0,-0.3,1275.1793335252603,9.139999999999999,79.5660006202845,8.250800000000003
174,0.12,0.0,0.0,13.158133333333334,100.34999000000003,3.5,1.0,2.1000000000000005,552.9666666666667,3.25,1.2163333333333333,0.0,0.0,-0.8999999999999998,1321.7443318570315,9.0,77.29900054972852,8.205000000000004
175,0.12,0.0,0.0,13.314833333333338,100.26105000000001,6.333333333333335,1.0,2.600000000000001,561.6666666666666,3.25,1.3983333333333337,0.0,0.0,2.1000000000000005,1325.7763468309897,9.083333333333334,75.1706670124974,8.070833333333336
176,0.12,0.0,0.0,12.017333333333337,99.86877333333337,6.900000000000002,1.0,2.700000000000001,592.3333333333334,3.25,1.5999999999999994,0.0,0.0,2.700000000000001,1298.2959960354167,9.066666666666668,74.79433263105209,8.044000000000002
177,0.12,0.0,0.0,12.69293333333333,99.43718433333336,5.599999999999998,1.0,2.4000000000000004,614.1333333333333,3.25,1.7209999999999999,0.0,0.0,-0.10000000000000003,1299.4640055244793,9.0,74.64633280436199,7.532999999999998
178,0.12,0.0,0.0,13.080266666666665,99.17110933333335,5.599999999999998,1.0,2.4000000000000004,626.1666666666666,3.25,1.8216666666666674,0.0,0.0,-0.10000000000000003,1180.5553344570314,9.0,75.3596669515996,7.532999999999998
179,0.12,0.0,0.0,13.730000000000002,99.14287000000003,3.099999999999999,1.0,0.5,610.0,3.25,1.93,0.0,0.0,4.599999999999999,1209.6573241937501,8.800000000000002,77.07499999962305,7.339
180,0.12,0.0,0.0,13.763166666666667,99.36633366666666,3.099999999999999,1.0,0.5,704.7666666666667,3.25,2.015666666666667,0.0,0.0,4.599999999999999,1223.5496703497395,8.563333333333333,78.47933298736524,7.339
181,0.12,0.0,0.0,14.255699999999994,99.66996933333331,4.556666666666667,1.0,1.9566666666666663,716.2333333333333,3.25,2.0830000000000006,0.0,0.0,3.680000000000001,1283.4490031580726,8.34666666666667,80.59499994886262,7.281500000000002
182,0.12,0.0,0.0,14.835299999999998,99.89465933333334,5.0,1.0,2.4000000000000004,700.7,3.25,2.020000000000001,0.0,0.0,3.400000000000001,1361.3853311570313,8.26333333333333,79.19633356730144,7.264000000000002
183,0.12,0.0,0.0,14.728166666666668,99.91115133333336,4.233333333333333,1.0,1.863333333333334,739.4666666666667,3.25,1.9970000000000003,0.0,0.0,2.173333333333333,1390.561991375781,8.199999999999998,79.4723332725026,7.201899999999998
184,0.12,0.0,0.0,14.478599999999998,99.74185200000002,4.0,1.0,1.7000000000000004,737.4,3.25,1.908,0.0,0.0,1.7999999999999996,1315.0006673114583,8.199999999999998,82.26700083483398,7.182999999999998
185,0.12,0.0,0.0,14.379999999999999,99.60622999999997,2.5,1.0,2.2000000000000006,740.0,3.25,1.8400000000000007,0.0,0.0,0.6000000000000001,1361.0780152148436,8.199999999999998,83.02500025462305,6.938999999999998
